sample,order,type,batch,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
76,46,S,1,19042135,83266.528,3318.859,23882.83,53728.06,9416.666,12920.054,115207169.9,637606.1,3969011.3,28365.23,90996.25,20617206.43,680018.56,47527.44,88122701.3,21681.5,23674.29,106180200,795066.58,817.185,4357266.4,130304.54,7830.9729,699980.8,206965.13,10607251,890826.83,679232.633,14878572.23,20591.54,149162.4,44737917.3,686682.976,2356921.12,1527366.07,36762293.76,1207414.3,109434273.7,283197.795,464214.06,13808.931,6081262.69,3081882.97,1387.6554,2885901.3,9031.815,39273094.8,2443558.9,10224760.41,801945.346,19744759.4,3059781
77,47,S,1,18033949,59981.764,5254.912,19945.84,34331.639,10804.678,38494.143,126863441.2,513685.8,3200415.2,35939.81,87363.27,16246554.34,738486.96,55044,102479792.5,28430.49,21905.2,107479100,643353.87,575.8769,5320066.7,119129.26,6684.5576,1318087.86,54943.573,11406879,953139.32,516331.755,16615999.09,25870.51,196471.7,64175536.1,735561.308,2596980.55,1867442.189,42477883.6,1175889.4,97939822.1,1283844.218,426988.99,11129.634,4289759.25,2487455.24,1161.8593,3264713.74,7226.232,70234322.4,3094817.1,8435656.49,956675.758,30441236.9,3218757
78,48,S,1,19510975,162146.74,3703.102,31757.14,10572.41,15759.147,23539.203,120907930.5,531708.5,4482154.6,35683.26,131288.25,17088894.95,582601.02,58896.29,97071815.7,30329.34,37677.96,113105000,827215.28,744.4783,4662092.8,32448.03,9149.2785,349955.05,70565.073,11739937,1365248.95,521644.358,12798375.01,28055.23,171112.1,65139239.4,892735.28,1954944.23,2032748.493,43692302.02,1154521.8,89773451.3,1512852.956,425074.03,11163.151,4575883.59,3252769.94,2510.7317,2460592.91,7059.905,25829627.6,2736833.9,12020375.53,1110687.404,29129339.9,3288308
79,49,S,1,19944067,87623.566,5458.73,23456.42,58933.748,14759.528,19784.74,121528810,880068.9,3767826.8,37187.8,91289.6,14944522.87,599285.86,58966.72,87974612.4,31242.84,641180.4,117504800,1359135.58,987.1403,4629368.5,70739.67,5183.1826,415351.04,229573.904,12214566,866107.45,511121.62,13607251.45,17826.41,191620.3,56117810.2,730465.94,1849094.92,1389456.492,54186561.08,1165546.3,114238391.3,194441.008,772513.12,7687.212,4861581.79,2908469.51,1688.5133,2184020.22,6528.909,41848815.1,2725026.5,9335742.7,791909.328,27177618.6,3360940
80,50,S,1,19239492,88192.374,2979.913,24581.67,28793.383,8775.846,32583.345,124966985.2,696673.2,4068985.9,51334.85,89170.64,14903500.51,627967.24,63729.05,96221308.4,33564.24,40510.84,122583800,957225.47,562.2083,4913144.2,249637.944,7453.5787,414098.47,382737.612,11145336,1677667.56,634983.119,15285607.56,24608.51,172573.2,61089443.9,680233.772,1975241.64,1381569.902,44753361.68,1146456.9,111990172.2,176901.622,417996.92,7887.708,4575458.58,4732606.42,4882.6816,2415735.64,6846.216,52165559.7,2789449.1,13257164.73,699780.574,26740099,3410304
81,51,S,1,19823929,82085.962,1319.182,17131.34,28580.529,12651.611,38160.819,123870769,726611.4,4973179.1,23124.94,76954.11,13059784.22,568819.04,74712,81228292.4,39263.01,54981.3,126010800,1248232.31,531.4319,5922236.7,91276.854,8443.131,439156.78,696220.473,13322781,2227428.93,496531.145,14376696.54,21352.21,169925.5,68533291.3,736446.39,1742717.61,1748106.001,51428260.21,1119191.7,119368113.4,349081.66,457902.09,9895.044,5070843.33,4836020.1,2074.5536,2006331.81,5868.876,51081963.5,3414440.3,12400467.57,1211429.326,28231429,3220209
67*,52,SR,1,20326940,109567.326,4239.67,27700.63,35435.436,10608.976,44848.663,124046903.7,695890.7,4315386.6,46016.59,116027.47,18151253.46,621837.96,195568.6,90409209.4,32086.68,36734.48,122076200,1383352.02,781.6219,5927056.2,100874.156,4405.7074,202140.04,323058.797,12034549,2611443.04,568288.524,19367339.7,23883.39,261108.7,71024141.7,1040210.334,2001275.83,1623096.188,45215747.92,1164139,116518708.9,433752.224,288473.9,9582.154,6964834.42,7653836.98,2016.3104,2561479.53,6128.074,19651649.7,3421318.2,10977546.08,1229948.026,31479195.5,3348428
82,53,S,1,18634996,166342.854,4063.048,22537.64,27950.983,7873.52,48059.035,122441145.6,685949.4,3318597.9,38604.33,124754.8,21860796.85,624489.1,77660.89,98856815.9,27178.62,25281.58,121431100,1052813.06,641.9782,6011102.4,35120.362,7189.5797,413670.15,47569.956,12806148,1177361.21,491699.313,21168567.75,22556.75,210546.2,54275766.5,580134.1,2421394.61,1707890.002,39356409.92,1315775.4,108931266,261199.498,387418.68,13027.534,6425912.05,4397081.31,1199.6751,2941991.09,6836.578,13680016.1,3628736.7,7772976.64,1184563.866,26953616.8,3903812
83,54,S,1,18480968,78636.825,2493.004,22901.47,169670.239,10964.727,48928.628,121217558.9,2230190.3,3251375.4,42848.31,97032.07,11162546.55,633583.21,155381.29,95008835.1,45746.57,65227.88,127086100,1263777.3,1922.5062,5899697.9,80299.042,3134.5602,447957.81,445505.673,12945539,1355922.24,585436.477,12488338.42,26692.4,150492.8,64250703,1103244.196,1805963.46,1491325.718,45154368.47,1206076.3,102233311,1956588.733,383651.46,7059.036,7516155.31,4185003.14,2775.7859,2350770.68,7208.584,46317114.5,3437060.7,9571510.34,886303.806,27124119.1,3550292
84,55,S,1,19799038,112242.732,3617.126,30560.38,64645.764,10237.086,38022.273,116107798.7,539936.3,4705350.9,46963.32,112821.19,15373643.3,903728.51,71890.69,95752221.8,40190.11,39930.35,124953900,1505211.16,592.699,6664492.4,77333.364,5812.6411,483325,131399.301,12214910,1074563.73,700899.995,20486129.35,23863.38,224558.2,72283962,1813358.816,2401923.57,2483365.104,53775577.93,1306872.6,116482248.6,245494.522,436615.81,10777.98,6597173.93,4155125.03,2347.9271,2806192.82,7978.342,32654314.9,3925215.7,12766932.23,947819.13,29949569,3477583
Pool,56,QC,1,19773406,124080.762,2829.724,33422.38,97876.607,14201.935,41227.824,128017240.5,761578.5,4774500.1,65736.45,113503.6,16967465.79,797346.03,83928.92,91770443.1,38412.08,116575.13,128347600,1221695.01,2244.014,2650350.6,96833.9,10938.4823,540551.89,223823.476,11798768,1643202.49,613995.625,21811439.31,29400.32,221534.1,62250695.6,1141373.516,2367145.78,2316341.608,50908023.07,1425075.4,113185667.3,475541.488,282428.73,7838.578,7235581.51,3335820.7,3878.7911,2891359.53,8133.897,63029574.1,1583532.8,12209864.19,1169792.28,28197545,3497834
85,57,S,1,20073997,121696.017,4533.024,24293.78,116573.345,10846.161,24514.057,122065803.4,668268.6,4337486.3,38434.02,98136.13,21016575.6,525310.03,76854.46,111167617.3,31893.64,36321.04,125338700,1009506.33,590.8632,6632977.2,22833.318,5447.5179,421566.85,528721.065,12715316,1733929.62,480984.939,13216910.82,16179.12,179486.2,70341941.4,1059326.834,2068821.29,1957854.182,45235337.05,1143131.9,106206426.7,250909.394,403752.08,11991.89,5590115.91,4913837.45,2277.2735,2609476.32,8693.461,19023840.4,4081991.6,12692392.25,803057.862,29248945.9,3595122
86,58,S,1,21712209,88921.905,3015.586,21410.97,69752.125,12122.661,17281.554,112727455.4,676631.4,4475988.8,30264.9,87483.66,15956420.06,640267.17,74262.42,97028421.5,43130.11,89514.74,113840100,1100081.15,749.9282,5973784.7,181702.68,6128.4869,441499.2,348578.871,12467582,1169300.43,582362.412,17830941.4,26671.4,252638.2,60075620.8,725516.096,1793070.26,1680335.765,39040090.85,1174677.5,108496659.1,155397.922,418157.55,8669.412,6385424.65,5815043.43,1224.3899,2155064.57,6986.098,43605589.6,3543503.3,8726529.16,399779.068,26397644.6,3602424
87,59,S,1,20324648,127224.624,3904.964,26903.82,68021.008,8411.087,19545.231,135901184.8,489663.3,4443137.1,44998.65,114488.65,26774796.37,970001.93,59032.91,108069850.2,40199.61,46729.27,127873900,819591.91,734.6145,6726418.4,121293.484,6576.2761,452513.2,114414.427,11041272,1149860.56,684858.236,23445725.8,23782.45,275401,77491782,960243.938,2911855.12,2830010.391,46973336.47,1692261.4,107808475.8,408631.846,471460.48,17939.45,6011974.32,3134583.59,1882.8215,3661484.31,7915.126,106494895.2,3898428.3,11673004.86,931365.25,29572930.2,3516200
81*,60,SR,1,19748176,87190.102,2536.23,22908.19,30457.528,12505.767,44674.927,133960399.6,858834.7,5358530.3,31040.22,86663.11,14089159.3,614479.31,71773.51,105478831,38090.07,61812.87,129981000,1372956.34,651.0958,6624197,97134.31,8106.2271,429164.48,760157.788,10942423,2211508.83,537378.049,15439621.83,27061.53,230969.6,78740285.3,822733.398,1653527.44,1935201.194,55617025.95,1284605.5,106469533.3,358435.112,249484.6,8286.172,4855834.69,5263056.57,3432.8693,1963522.42,8854.303,50536202.4,3837191.6,12751472.86,1325789.628,27652246.2,3492079
88,61,S,1,19879438,109648.547,2872.291,26547.93,61526.215,14383.711,16390.814,123580544.4,674102,4540602.3,47359.47,98893.91,11384605.76,647089.49,81633.54,73033285.4,40197.93,59360.87,135846400,1401605.28,1132.6388,8356957.3,40331.906,6884.9353,579929.7,462983.281,11516911,2148236.1,520714.736,17441734.01,22605.73,192135.6,72182913.5,1486851.448,2042698.75,1503443.704,46961664.61,1371247.2,131196051.3,350083.804,530461.69,8122.304,5892098.16,3968737.34,2191.6668,2498044.88,9249.873,77392599.1,4886494.9,10336171.78,776530.724,33083001.1,3608401
89,62,S,1,19245139,108357.187,2148.934,29549.78,16929.928,12479.951,45948.206,133373850.7,561672.1,5697485.3,42203.9,102596.31,18187136.89,744389.57,61694.88,101236938,48072.58,1584749.15,119345600,1003184.69,1308.3505,11346275,38362.32,6735.7518,419558.85,427313.009,10730882,1479517.85,638857.273,17335959.68,27584.06,230127.6,58111115,360901.844,2932954.31,1775972.897,51812377.41,1423227.9,113277381.9,229329.906,500814.2,8147.946,5388411.52,1722217.64,1485.763,3699111.96,8879.013,40654368.6,7063306.4,9776434.41,611451.716,22166456.7,3543946
90,63,S,1,19960873,79302.413,3667.626,24364.9,58345.552,10321.72,38698.713,126625972.3,667907.9,3681882,44598.11,107476.93,23263212.89,790286.44,70018.75,105963926.2,30423.96,60333.47,120100900,1062715.82,655.4955,5665325,167835.85,8317.2761,449983.03,235652.047,11273446,1192159.5,622782.73,18898238.91,26668.04,219705.4,72057488.6,1142180.486,2326885.85,1931173.193,46878319.2,1289735,111116425.8,153691.66,449010.04,17178.288,7163153.46,4107072.81,267.118,2934705.62,9162.658,105416017.9,3399171.1,11760427.26,1184074.586,28376203.1,3656023
92,64,S,1,19989545,62444.69,6717.9,19814.65,94643.793,11902.921,49368.783,126985595.6,576418.4,5765638.1,68375.64,79803.74,21726524.56,962540.72,60428.65,115470349.5,43156.83,37515.48,127638400,1256827.22,632.1356,5040227.4,50591.334,4381.389,470197.97,209196.167,11416450,1146743.3,686446.814,21753730.35,26883.24,379102.3,72947031.9,1276841.142,3020749.86,2678850.342,46783258.67,1047652.3,113122586.6,375238.15,464351.32,11067.621,6383997.23,3085221.27,3706.5605,3732205.22,7909.833,63143583.7,2833843.5,12454579.63,362293.254,32478879.4,3672205
93,65,S,1,20140574,95389.187,4346.954,24659.71,82597.982,22830.971,90684.495,123538376,568356.6,3468206.5,36687.85,122664.07,13251951.33,797316.91,79039.58,108393133.3,30437.05,60241.43,121966400,1678281.24,943.7197,4846467.6,67656.592,4380.9262,552179.2,163248.49,11676253,1196094.11,585783.431,16024202.54,23341.73,220372,77123673.5,1088644.684,2057084.14,2432348.308,55816981.04,1066902.3,104543687.3,322175.564,405692.43,8034.631,7698895.79,2937950.98,3232.1684,2616985.42,7837.391,55220371.6,2966437.4,9998356.61,1510443.904,26226286.9,3922942
95,66,S,1,20659498,118911.559,4451.548,28698.04,54521.143,13590.25,27051.573,135954276.8,598397.3,4755125.1,54357.06,112095.96,17481190.86,759866.57,83505.27,99833411.8,38376.76,42281.85,135104400,1157450.88,753.1724,5273842.1,25359.125,6443.8403,477015.7,137521.612,10970468,1924247.13,669708.437,21417199.05,25249.56,266675.9,62678132.7,824661.93,2410540.23,1848136.939,35642740.15,1038519.9,110404535.1,151187.96,440252.13,8741.831,5308477.06,4813206.52,4166.8929,2970181.21,7341.35,33132824.2,3158303.1,12565451.32,1032523.694,24731574.9,3487928
Pool,67,QC,1,19855362,116415.193,3608.608,34713.41,106467.67,14301.246,49354.733,132981482.9,789657.6,4496224.6,58155.79,114055.83,16394991.7,801889.57,71731.67,104936551.1,35908.74,135545.46,121457000,1207098.17,2606.3689,2789344.3,92508.43,11471.7861,524092.07,234930.172,10401579,1639049.15,581415.214,18709677.3,26182.6,256646.4,76615064.9,1097999.294,2299859.23,2436583.149,50439856.34,1099216.6,111093347,489178.507,278512.62,10790.244,6999784.52,3505191.68,1822.943,2956453.87,8379.53,60842789.4,1542845.8,11872813.81,1265614.506,29481326.3,3524303
90*,68,SR,1,19840019,84097.001,3791.472,23304.51,55871.654,12878.546,36679.473,127281594.9,657276.8,3630295.7,53586.04,117679.69,24929714.05,766049.91,51889.93,109106430.3,31363.23,63406.58,118301200,1061553.29,702.6749,6458455.7,168209.846,5318.5782,402103.11,191954.383,10110662,1173593.35,634116.178,18398994.23,25120.67,197529.7,68741590.9,1102901.96,2316110.14,1844568.319,47116820.49,1153966.6,104532777.6,154434.818,258025.06,14299.152,6848192.56,3995866.97,1552.5619,3180432.35,9497.789,103931751.3,3848644.5,11744535.36,1252480.528,26246046.2,3825038
96,69,S,1,20700392,132503.493,6409.894,27397.91,76677.916,12307.416,19492.414,135939907.4,582934.5,3497364.4,36582.35,118567.29,21805618.37,811565.29,61172.01,100477028.9,28397.7,43550.93,123944900,1058141.64,791.1344,6710142.6,50905.138,6422.9081,337121.71,196385.332,10880149,1027333.94,596908.776,20078639.72,21743.84,346912.8,75059613.1,1132256.208,2570334.08,2304428.223,45521293.63,1141478.5,101040306.3,166986.598,570861.02,13866.965,6167317.69,2524063.61,725.5124,3332886.98,6682.088,41056429.6,4249751.9,8987497.67,1106906.278,28234936.3,3542815
97,70,S,1,19474028,109924.691,3925.634,24862.63,75743.319,12109.182,70527.727,133292680.3,735065.5,4238636.5,36201.53,96523.22,21044316.35,779017.48,91373.05,94784810.5,27311.47,44471.62,127036700,924788.1,514.9767,6565254.9,30984.808,14066.5098,312007.85,365454.363,10239981,2053165.66,573693.476,20982621.17,23266.73,292414.7,64917001.6,581090.436,1886190.94,1919431.466,46624834.06,1189845.5,107845517.2,311473.354,436527.74,10427.117,6452794.77,5979149.75,1893.5141,2471399.17,6657.819,26835589.8,4164728.4,9600890.77,1288110.764,22393159,3580960
98,71,S,1,19979423,196526.539,5615.503,32517.3,102230.103,11341.524,23382.892,128700454.5,602278.1,4187819.9,28764.56,149041.13,18458368.82,772031.14,76076.86,111846458.3,31169.87,54005.16,129646600,1118674.3,1117.3886,6726417,18640.876,5093.8934,444255.11,92353.495,10743038,1704523.06,588063.403,19463284.55,25827.23,254420.2,71010728.3,855680.958,2260947.12,2304691.728,47684179.24,1104813.2,111504428.2,172294.588,401368.13,9985.2,5702368.22,3013010.56,2422.788,2851738.08,9788.978,33705095.5,4314863.2,11181886.93,990376.866,24864702.6,3594764
99,72,S,1,20858784,94575.877,6733.028,18077.72,158159.412,11925.971,20224.541,132633897.9,703566.2,4131063.1,39606.26,94646.63,14756436.05,1008728.2,167754.89,97789876.5,36689.67,96833.76,125202500,1150870.3,1448.9151,6835425.5,22293.208,8207.3779,512574.65,198310.432,12363757,1484763.09,669989.957,27560595.53,26582.73,298199.4,81928217.9,786018.996,2634042.2,3125131.074,57048385.28,1266101.2,117472750,283538.332,443483.07,11268.408,6218874.28,5517915.34,3028.3172,3512715.81,6656.797,25211833,4213603.4,11821194.22,1367086.948,32557568.1,3777349
100,73,S,1,20842386,69004.47,8140.686,19439.02,134357.179,14509.485,43325.077,133189311.9,707372.4,4398385.9,41606.85,95154.78,9947249.45,986732.51,92070.59,90513098.5,73610.36,70929.2,138149600,1472821.29,695.5116,6213594.2,242741.858,5132.1272,471802.59,325530.095,11780939,1861737.01,527653.497,17008214.25,32947.89,290217.3,75781754.1,1449415.832,2178719.85,2328144.893,54626113.71,1243049.6,106243145.4,2046039.281,437598.88,7319.526,6892355.42,3360959.54,8675.4171,2805002.74,7983.208,32463866.7,3620681.5,12268539.31,1178394.738,29114871.2,3690108
101,74,S,1,22058190,109796.52,5486.192,26328.2,32488.398,38994.968,69376.818,133942175.6,1075629.8,3968235.6,50192.54,110996.64,22505773.14,787869.29,162221.49,110157266.1,32356.47,1524311.5,121643100,1212286.61,829.0545,4014558.3,28056.694,8659.1886,486700.53,190923.684,12436778,1624986.92,614208.846,14985499.98,28848.65,237462.3,62479070.2,1105773.15,2671390.81,1779175.687,53242169.95,1175885.3,108454546.6,1692485.582,1032011.1,15482.294,7810735.87,9427260.81,4687.848,3297642.77,8703.598,99212450.7,2478503.8,8854419,834582.304,19393887.2,3812334
102,75,S,1,20774909,95660.363,6923.182,25115.15,117041.234,11126.334,37050.242,121612825.8,570610,4355472.2,55883.44,95346.81,24271816.43,993587.68,68214.59,105588934,33687.56,51735.26,126839100,1011325.29,655.8217,5008458.6,305123.662,6705.7295,631886.32,85010.282,12194906,1573026.47,813228.78,23178368.25,29478.11,257723,71456373,628733.534,2413599.4,2160651.415,49144104.09,1242245.4,100379013.5,625681.777,427552.92,12194.847,6318577.39,2873480.48,3629.8235,3251962.51,7385.923,53105364.7,3151537.3,10235493.71,1530221.252,24991758.3,3906881
103,76,S,1,20889019,112566.133,4897.803,19777.17,191264.525,13435.439,30733.554,122829742.2,528807.2,5485608.4,45849.04,97175.18,16422766.6,1107266.14,88492.28,91468902.9,29403.08,46638.83,126753000,1215378.7,670.1646,4441496.1,194400.796,12251.9005,456289.85,256208.435,12138689,1642764.75,694201.552,21593117.3,26107.13,255610.6,77007303.4,714185.23,2873131.57,2180514.589,46033645.18,1132915.3,117034870.8,259108.81,437994.29,9376.56,7212096.55,4614454.16,2989.8055,3930151.76,6995.755,74555802.3,2953165.1,10142845.01,1505997.066,26966196,3775348
104,77,S,1,20666511,75486.104,4046.297,24731.77,71025.356,11873.275,64453.627,135092041.1,599193.4,4030392.4,51582.41,90146.94,13868095.45,824830.96,91583.64,93215453.3,26159.68,58079.26,136193000,1569381.82,779.5069,6051642.5,41410.502,6696.7664,476502.57,152451.243,13716620,1680200.47,635794.925,17981535.59,27231.22,323529.5,76452194,1057446.398,2554752.57,2193984.23,52774202.17,1168667,106116899.7,1036449.106,459762.52,7480.104,6639105.12,4155047.36,6350.1455,3345543.98,7394.011,31458788.4,3532128,14107374.23,1563137.014,26614015.4,3684782
Pool,78,QC,1,20507718,136719.531,4161.64,32568.36,108058.231,13352.628,45081.027,134925368.4,732653.7,4744318,68471.98,117167.64,18219255.95,874522.63,88276.65,97595085.7,40746.64,153783.29,130810400,1319362.58,2739.691,2263119.6,92944.178,11698.8616,530372,250047.407,13667979,1831459.24,643552.332,25371306.82,33647.63,219168.4,82757641.5,1102899.75,2341334.53,2521942.245,55585175.41,1091736.6,113237624.6,495549.152,284306.36,12001.676,7478515.36,3524888.59,3963.3759,3019426.68,8130.372,62585945.9,1459949.8,12634020.45,1370633.556,29429653.1,3977159
106,79,S,1,19940426,93527.318,5810.771,27777.68,168676.959,17087.12,58064.641,125845036,947695.4,4179923.8,53221.1,105156.82,20918579.66,797557.92,80312.58,96372113.3,34207.31,262708.03,137558500,1246669.7,755.1379,4481566.8,60827.87,7869.2468,385757.05,377117.241,12725785,1452397.13,632990.29,20325591.31,28790.22,339619.7,72620110.3,665555.156,2166136.37,2130182.189,45911003.42,1060142.2,107970336.9,709565.098,465658.96,9720.335,6559947.18,6487083.46,2688.2965,2873395.4,6946.08,37977771.7,2931093.1,9144668.04,1584430.286,25331617,3777200
107,80,S,1,18839894,116189.293,3954.546,18496.92,12212.434,11179.394,65971.656,133584287,659021.8,6446661.6,24413.4,86467.86,14743062.24,693553.56,85947.12,94133651.8,31003.99,33527.77,129324300,957611.19,461.9909,4058292.5,18173.424,6153.3891,335245.07,100553.521,12200461,2051850.75,480177.009,18292951.99,26573.88,217691.9,78901788.1,435729.048,2355773.22,1586115.547,45756700.55,1138167.6,107981258.8,183458.839,399077.38,10051.904,4751422.58,2941825.33,2827.1997,2925708.85,6219.102,50962829.6,2525161.2,10896298.96,1243346.85,33321947,3739985
108,81,S,1,21409828,134261.483,5511.132,28163.61,70089.061,14642.428,60000.956,129859307.2,716410.9,5401337.8,35365.42,126426.22,19889749.21,890511.02,72203.41,104861360.4,41266.3,36584.98,134623700,1095132.96,675.552,5592777.9,35460.536,6231.168,468673.94,213909.062,12012771,1602586.74,705677.45,20226473.14,27984.58,285120.9,62769036.1,388037.696,1864411.92,2338433.806,46528922.76,1167258.9,107109257.4,2029215.018,500802.51,12411.242,4287109.87,3864794.55,1447.3489,2515092.31,7207.54,25470258.8,3741983.7,11244776.2,1125194.274,21997086.5,4089800
